,price,Address,bedroom,bathroom,size_sqf,types,city,province,Latitude,Longitude
1834,1250,Saskatoon,2,1,1000,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1835,995,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1836,1165,Saskatoon,2,1,1000,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1837,995,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1838,950,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1839,995,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1840,1045,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1841,751,Saskatoon,1,1,515,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1842,1200,Saskatoon,2,1,875,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1843,951,Saskatoon,1,1,475,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1844,751,Saskatoon,1,1,501,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1845,601,Saskatoon,2,1,739,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1846,699,Saskatoon,1,1,530,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1847,724,Saskatoon,2,1,627,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1848,950,Saskatoon,2,1,851,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1849,850,Saskatoon,1,1,603,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1850,875,Saskatoon,2,1,780,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1851,1025,Saskatoon,3,1,901,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1852,850,Saskatoon,0,1,336,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1853,975,Saskatoon,1,1,508,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1854,1050,Saskatoon,2,1,546,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1855,765,Saskatoon,0,1,334,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1856,849,Saskatoon,1,1,641,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1857,975,Saskatoon,2,1,823,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1858,999,Saskatoon,1,1,577,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1859,1099,Saskatoon,2,1,825,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1860,900,Saskatoon,1,1,459,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1861,1099,Saskatoon,2,1,707,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1862,1250,Saskatoon,3,1,882,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1863,725,Saskatoon,0,1,395,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1864,1099,Saskatoon,2,1,850,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1865,875,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1866,1075,Saskatoon,2,1,750,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1867,925,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1868,899,Saskatoon,1,1,500,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1869,1149,Saskatoon,2,1,780,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1870,850,Saskatoon,0,1,403,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1871,975,Saskatoon,1,1,613,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1872,1125,Saskatoon,2,1,767,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1873,825,Saskatoon,1,1,400,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1874,799,Saskatoon,2,1,617,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1875,875,Saskatoon,1,1,538,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1876,750,Saskatoon,2,1,647,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1877,875,Saskatoon,1,1,552,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1878,999,Saskatoon,2,1,660,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1879,775,Saskatoon,0,1,500,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1880,799,Saskatoon,2,1,730,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1881,699,Saskatoon,1,1,507,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1882,799,Saskatoon,2,1,673,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1883,950,Saskatoon,1,1,500,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1884,1045,Saskatoon,3,1,870,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1885,1125,Saskatoon,2,1,850,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1886,1075,Saskatoon,2,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1887,850,Saskatoon,1,1,408,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1888,765,Saskatoon,0,1,300,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1889,725,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1890,695,Saskatoon,0,1,450,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1891,1000,Saskatoon,2,1,759,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1892,699,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1893,950,Saskatoon,1,1,525,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1894,950,Saskatoon,2,1,720,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1895,1199,Saskatoon,3,1,810,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1896,725,Saskatoon,1,1,575,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1897,775,Saskatoon,2,1,767,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1898,800,Saskatoon,1,1,400,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1899,1000,Saskatoon,2,1,617,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1900,875,Saskatoon,1,1,558,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1901,775,Saskatoon,1,1,558,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1902,775,Saskatoon,0,1,450,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1903,870,Saskatoon,1,1,600,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1904,875,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1905,899,Saskatoon,2,1,800,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1906,1065,Saskatoon,3,1,950,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1907,850,Saskatoon,0,1,400,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1908,925,Saskatoon,1,1,600,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1909,799,Saskatoon,0,1,265,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1910,950,Saskatoon,1,1,520,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1911,899,Saskatoon,1,1,651,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1912,900,Saskatoon,0,1,405,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1913,1099,Saskatoon,2,1,832,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1914,850,Saskatoon,1,1,600,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1915,1045,Saskatoon,2,1,800,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1916,749,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1917,799,Saskatoon,2,1,725,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1918,875,Saskatoon,1,1,525,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1919,1045,Saskatoon,3,1,1000,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1920,1065,Saskatoon,3,1,886,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1921,799,Saskatoon,0,1,400,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1922,925,Saskatoon,1,1,600,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1923,1025,Saskatoon,2,1,750,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1924,710,Saskatoon,1,1,500,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1925,825,Saskatoon,2,1,600,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1926,725,Saskatoon,1,1,592,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1927,825,Saskatoon,2,1,844,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1928,925,Saskatoon,1,1,514,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1929,925,Saskatoon,2,1,812,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1930,770,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1931,835,Saskatoon,2,1,800,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1932,900,Saskatoon,1,1,575,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1933,1250,Saskatoon,2,1,900,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1934,1150,Saskatoon,3,1,950,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1935,870,Saskatoon,1,1,605,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1936,975,Saskatoon,2,1,605,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1937,865,Saskatoon,1,1,564,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1938,825,Saskatoon,2,1,710,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1939,795,Saskatoon,0,1,400,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1940,725,Saskatoon,0,1,325,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1941,1000,Saskatoon,1,1,600,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1942,1200,Saskatoon,2,1,750,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1943,750,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1944,725,Saskatoon,0,1,400,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1945,975,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1946,825,Saskatoon,1,1,585,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1947,925,Saskatoon,2,1,750,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1948,1215,Saskatoon,3,1,900,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1949,875,Saskatoon,1,1,600,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1950,774,Saskatoon,2,1,700,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1951,1025,Saskatoon,1,1,500,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1952,750,Saskatoon,2,1,800,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1953,850,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1954,975,Saskatoon,2,1,800,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1955,1045,Saskatoon,3,1,950,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1956,870,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1957,970,Saskatoon,2,1,800,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1958,905,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1959,750,Saskatoon,0,1,225,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1960,875,Saskatoon,1,1,475,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1961,750,Saskatoon,0,1,340,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1962,1000,Saskatoon,2,1,680,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1963,750,Saskatoon,1,1,320,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1964,865,Saskatoon,2,1,800,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1965,875,Saskatoon,0,1,450,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1966,775,Saskatoon,1,1,650,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1967,900,Saskatoon,2,1,800,Apt/Condo,Saskatoon,SK,52.157902,-106.6701577
1968,1578,Selkirk,3,2,1053,Apt/Condo,selkirk,Manitoba,50.1435276,-96.8754295
1969,1800,Whalley,2,1,655,Apt/Condo,Surrey,BC,49.191484,-122.8455741
1970,2100,Whalley,2,2,750,Apt/Condo,Surrey,BC,49.191484,-122.8455741
1971,1425,Whalley,0,1,446,Apt/Condo,Surrey,BC,49.191484,-122.8455741
1972,1500,Whalley,1,1,512,Apt/Condo,Surrey,BC,49.191484,-122.8455741
1973,2300,Whalley,2,2,802,Apt/Condo,Surrey,BC,49.191484,-122.8455741
1974,1800,Grandview,2,1,800,House,Surrey,BC,49.04569,-122.757058
1975,1400,Cedar Hills,1,1,572,Apt/Condo,Surrey,BC,49.1802495,-122.8796254
1976,1300,Whalley,0,1,305,Apt/Condo,Surrey,BC,49.191484,-122.8455741
1977,2295,Morgan Creek,2,2,886,Apt/Condo,Surrey,BC,49.06362539999999,-122.7816371
1978,1375,Guildford,1,1,625,Apt/Condo,Surrey,BC,49.19147529999999,-122.80087009999998
1979,1650,Guildford,2,1,864,Apt/Condo,Surrey,BC,49.19147529999999,-122.80087009999998
1980,1850,Guildford,3,1,1039,Apt/Condo,Surrey,BC,49.19147529999999,-122.80087009999998
1981,1350,Guildford,1,1,550,Apt/Condo,Surrey,BC,49.19147529999999,-122.80087009999998
1982,1625,Guildford,2,1,750,Apt/Condo,Surrey,BC,49.19147529999999,-122.80087009999998
1983,1800,Guildford,3,1,900,Apt/Condo,Surrey,BC,49.19147529999999,-122.80087009999998
1984,1800,Queen Mary Park,3,1,1102,Apt/Condo,Surrey,BC,49.1651643,-122.8605986
1985,1275,Cedar Hills,1,1,600,Apt/Condo,Surrey,BC,49.1802495,-122.8796254
1986,1575,Cedar Hills,2,1,750,Apt/Condo,Surrey,BC,49.1802495,-122.8796254
1987,1750,Cedar Hills,3,1,950,Apt/Condo,Surrey,BC,49.1802495,-122.8796254
1988,1350,Queen Mary Park,1,1,550,Apt/Condo,Surrey,BC,49.1651643,-122.8605986
1989,1600,Queen Mary Park,2,1,950,Apt/Condo,Surrey,BC,49.1651643,-122.8605986
1990,1800,Queen Mary Park,3,1,1000,Apt/Condo,Surrey,BC,49.1651643,-122.8605986
1991,1350,Queen Mary Park,1,1,669,Apt/Condo,Surrey,BC,49.1651643,-122.8605986
1992,1550,Queen Mary Park,2,1,818,Apt/Condo,Surrey,BC,49.1651643,-122.8605986
1993,1325,West Newton,1,1,585,Apt/Condo,Surrey,BC,49.1119107,-122.8637039
1994,1600,West Newton,2,1,773,Apt/Condo,Surrey,BC,49.1119107,-122.8637039
1995,1900,West Newton,3,1,1093,Apt/Condo,Surrey,BC,49.1119107,-122.8637039
1996,1575,Bolivar Heights,2,1,975,Apt/Condo,Surrey,BC,49.2036173,-122.8360178
1997,1400,Guildford,1,1,664,Apt/Condo,Surrey,BC,49.19147529999999,-122.80087009999998
1998,1800,Bolivar Heights,3,1,1100,Apt/Condo,Surrey,BC,49.2036173,-122.8360178
1999,1700,Guildford,2,1,912,Apt/Condo,Surrey,BC,49.19147529999999,-122.80087009999998
2000,1900,Guildford,3,1,1120,Apt/Condo,Surrey,BC,49.19147529999999,-122.80087009999998
2001,1250,Queen Mary Park,0,1,510,Apt/Condo,Surrey,BC,49.1651643,-122.8605986
2002,1400,Guildford,1,1,662,Apt/Condo,Surrey,BC,49.19147529999999,-122.80087009999998
2003,1700,Guildford,2,1,928,Apt/Condo,Surrey,BC,49.19147529999999,-122.80087009999998
2004,1900,Guildford,3,1,1120,Apt/Condo,Surrey,BC,49.19147529999999,-122.80087009999998
2005,2300,White Rock,2,1,1000,House,Surrey,BC,49.0253085,-122.802962
2007,2300,Whalley,2,2,802,House,Surrey,BC,49.191484,-122.8455741
2008,1450,Whalley,1,1,443,Apt/Condo,Surrey,BC,49.191484,-122.8455741
2009,2800,Whalley,3,2,1017,House,Surrey,BC,49.191484,-122.8455741
2010,800,Fleetwood Tynehead,1,1,400,House,Surrey,BC,49.164085,-122.795712
2011,1750,Queen Mary Park,1,1,605,House,Surrey,BC,49.1651643,-122.8605986
2013,2300,Morgan Creek,2,1,778,House,Surrey,BC,49.06362539999999,-122.7816371
2014,2600,White Rock,2,2,880,House,Surrey,BC,49.0253085,-122.802962
2015,1100,Fleetwood Tynehead,1,1,650,House,Surrey,BC,49.164085,-122.795712
2016,2300,King George Corridor,2,2,1650,House,Surrey,BC,49.02942609999999,-122.7703898
2017,811,Swift Current,2,1,736,Apt/Condo,Swift_current,SK,50.285069,-107.7971722
2018,871,Swift Current,1,1,557,Apt/Condo,Swift_current,SK,50.285069,-107.7971722
2019,616,Swift Current,0,1,286,Apt/Condo,Swift_current,SK,50.285069,-107.7971722
2020,1096,Swift Current,3,1,829,Apt/Condo,Swift_current,SK,50.285069,-107.7971722
2021,726,Swift Current,1,1,446,Apt/Condo,Swift_current,SK,50.285069,-107.7971722
2022,726,Swift Current,1,1,484,Apt/Condo,Swift_current,SK,50.285069,-107.7971722
2023,626,Swift Current,1,1,499,Apt/Condo,Swift_current,SK,50.285069,-107.7971722
2024,651,Swift Current,0,1,361,Apt/Condo,Swift_current,SK,50.285069,-107.7971722
2025,911,Swift Current,2,1,736,Apt/Condo,Swift_current,SK,50.285069,-107.7971722
2026,871,Swift Current,2,1,767,Apt/Condo,Swift_current,SK,50.285069,-107.7971722
2027,1250,Dovercourt Wallace Emerson Junction,0,1,230,Apt/Condo,Toronto,Ontario,43.6684011,-79.44059509999998
2028,2900,Niagara,2,2,800,Apt/Condo,Toronto,Ontario,43.6373829,-79.40849279999998
2029,2775,Elms Old Rexdale,3,2,1656,Apt/Condo,Toronto,Ontario,43.7237117,-79.5488603
2030,1950,Henry Farm,1,1,545,Apt/Condo,Toronto,Ontario,43.76958339999999,-79.34652390000002
2031,2429,Thorncliffe Park,2,2,957,Apt/Condo,Toronto,Ontario,43.7074843,-79.34359669999998
2032,2200,Waterfront Communities West,1,1,572,Apt/Condo,Toronto,Ontario,43.6358426,-79.3970733
2033,2000,Waterfront Communities West,1,1,650,Apt/Condo,Toronto,Ontario,43.6358426,-79.3970733
2034,1600,Yonge St. Clair,1,1,460,Apt/Condo,Toronto,Ontario,43.6888487,-79.3945713
2035,2075,Banbury Don Mills,1,1,629,Apt/Condo,Toronto,Ontario,43.7491424,-79.36635
2036,1595,Humewood Cedarvale,1,1,450,Apt/Condo,Toronto,Ontario,43.694479,-79.42805600000001
2037,1660,South Parkdale,1,1,500,Apt/Condo,Toronto,Ontario,43.643832,-79.442534
2038,1250,Dovercourt Wallace Emerson Junction,0,1,230,Apt/Condo,Toronto,Ontario,43.6684011,-79.44059509999998
2039,2000,Mount Pleasant West,2,1,845,Apt/Condo,Toronto,Ontario,43.7048511,-79.3944199
2040,2150,Islington City Centre West,1,1,599,Apt/Condo,Toronto,Ontario,43.6309156,-79.54348409999999
2041,2125,Mount Pleasant East,1,1,604,Apt/Condo,Toronto,Ontario,43.7050874,-79.38475030000002
2042,2050,Dovercourt Wallace Emerson Junction,1,1,604,Apt/Condo,Toronto,Ontario,43.6684011,-79.44059509999998
2043,2700,Church Yonge Corridor,2,2,645,Apt/Condo,Toronto,Ontario,43.6902575,-79.3956611
2044,2300,Niagara,1,1,553,Apt/Condo,Toronto,Ontario,43.6373829,-79.40849279999998
2045,2450,Niagara,1,1,700,Apt/Condo,Toronto,Ontario,43.6373829,-79.40849279999998
2046,1400,Yorkville,0,1,306,Apt/Condo,Toronto,Ontario,43.670749,-79.39304
2047,2500,Waterfront Communities West,2,1,800,Apt/Condo,Toronto,Ontario,43.6358426,-79.3970733
2048,2200,Islington City Centre West,1,1,598,Apt/Condo,Toronto,Ontario,43.6309156,-79.54348409999999
2049,3100,Kensington Chinatown,2,2,790,Apt/Condo,Toronto,Ontario,43.65343770000001,-79.4002009
2050,1900,Waterfront Communities East,1,1,443,Apt/Condo,Toronto,Ontario,43.6366747,-79.40647
2051,1379,St. Andrew Windfields,0,1,1050,Apt/Condo,Toronto,Ontario,43.7548135,-79.38553399999998
2052,2400,Lansing Westgate,1,2,600,Apt/Condo,Toronto,Ontario,43.7589653,-79.4225602
2053,2100,Waterfront Communities West,1,1,590,Apt/Condo,Toronto,Ontario,43.6358426,-79.3970733
2054,2590,South Riverdale,2,2,850,Apt/Condo,Toronto,Ontario,43.678985,-79.34491009999998
2055,1800,South Riverdale,1,1,580,Apt/Condo,Toronto,Ontario,43.678985,-79.34491009999998
2056,2850,Waterfront Communities East,1,2,790,Apt/Condo,Toronto,Ontario,43.6366747,-79.40647
2057,3300,South Riverdale,2,2,880,Apt/Condo,Toronto,Ontario,43.678985,-79.34491009999998
2058,2350,South Riverdale,1,1,578,Apt/Condo,Toronto,Ontario,43.678985,-79.34491009999998
2059,4200,Yorkville,2,3,1205,Apt/Condo,Toronto,Ontario,43.670749,-79.39304
2060,3000,Yorkville,2,2,815,Apt/Condo,Toronto,Ontario,43.670749,-79.39304
2061,2050,Waterfront Communities West,1,1,700,Apt/Condo,Toronto,Ontario,43.6358426,-79.3970733
2062,2100,Willowdale East,1,1,657,Apt/Condo,Toronto,Ontario,43.7805839,-79.4066592
2063,1799,Dufferin Grove,1,1,512,Apt/Condo,Toronto,Ontario,43.6558326,-79.42819140000002
2064,2100,Waterfront Communities West,1,1,610,Apt/Condo,Toronto,Ontario,43.6358426,-79.3970733
2065,1850,Islington City Centre West,1,1,485,Apt/Condo,Toronto,Ontario,43.6309156,-79.54348409999999
2066,2700,Yorkville,1,2,659,Apt/Condo,Toronto,Ontario,43.670749,-79.39304
2067,2300,Yorkville,1,1,601,Apt/Condo,Toronto,Ontario,43.670749,-79.39304
2069,2000,Islington City Centre West,1,1,630,Apt/Condo,Toronto,Ontario,43.6309156,-79.54348409999999
2070,1979,Cliffcrest,2,1,725,Apt/Condo,Toronto,Ontario,43.724917,-79.22632899999998
2071,1760,Leaside,1,1,510,Apt/Condo,Toronto,Ontario,43.7131145,-79.3671322
2072,3700,Church Yonge Corridor,2,2,880,Apt/Condo,Toronto,Ontario,43.6902575,-79.3956611
2073,2250,Bay Street Corridor,1,1,699,Apt/Condo,Toronto,Ontario,43.6469852,-79.37828459999999
2074,2170,Mount Pleasant West,1,1,509,Apt/Condo,Toronto,Ontario,43.7048511,-79.3944199
2075,2200,Church Yonge Corridor,1,1,600,Apt/Condo,Toronto,Ontario,43.6902575,-79.3956611
2076,2100,Brookhaven Amesbury,3,1,934,Apt/Condo,Toronto,Ontario,43.6969489,-79.49382899999998
2077,2250,New Toronto,2,1,850,Apt/Condo,Toronto,Ontario,43.6007776,-79.505257
2078,1750,O'connor Parkview,1,1,600,Apt/Condo,Toronto,Ontario,43.7060765,-79.31020720000002
2079,1775,O'connor Parkview,1,1,600,Apt/Condo,Toronto,Ontario,43.7060765,-79.31020720000002
2080,4300,South Parkdale,3,2,1675,Townhouse,Toronto,Ontario,43.643832,-79.442534
2082,1800,Mount Pleasant West,1,1,514,Apt/Condo,Toronto,Ontario,43.7048511,-79.3944199
2083,2100,Yonge St. Clair,1,1,746,Apt/Condo,Toronto,Ontario,43.6888487,-79.3945713
2084,3600,Bay Street Corridor,2,2,800,Apt/Condo,Toronto,Ontario,43.6469852,-79.37828459999999
2085,2400,Church Yonge Corridor,1,1,580,Apt/Condo,Toronto,Ontario,43.6902575,-79.3956611
2086,2600,Regent Park,2,2,755,Apt/Condo,Toronto,Ontario,43.6603228,-79.3620439
2087,2400,Moss Park,1,1,740,Apt/Condo,Toronto,Ontario,43.6547889,-79.3726025
2088,2550,Little Portugal,2,2,770,Apt/Condo,Toronto,Ontario,43.64759520000001,-79.430763
2089,2750,Waterfront Communities East,1,1,580,Apt/Condo,Toronto,Ontario,43.6366747,-79.40647
2090,1895,Don Valley Village,2,1,918,Apt/Condo,Toronto,Ontario,43.787359,-79.353003
2091,1850,Agincourt South Malvern West,1,1,500,Apt/Condo,Toronto,Ontario,43.7899638,-79.24229559999998
2092,2150,Clanton Park,2,1,599,Apt/Condo,Toronto,Ontario,43.74874630000001,-79.44666120000002
2093,2800,Mimico,2,2,900,Apt/Condo,Toronto,Ontario,43.614627,-79.49569740000003
2094,3200,Waterfront Communities East,2,2,808,Apt/Condo,Toronto,Ontario,43.6366747,-79.40647
2096,1700,North St. Jamestown,0,1,398,Apt/Condo,Toronto,Ontario,43.6708666,-79.37330639999998
2097,2025,North St. Jamestown,1,1,547,Apt/Condo,Toronto,Ontario,43.6708666,-79.37330639999998
2098,2750,North St. Jamestown,2,2,839,Apt/Condo,Toronto,Ontario,43.6708666,-79.37330639999998
2099,2195,North St. Jamestown,1,2,661,Apt/Condo,Toronto,Ontario,43.6708666,-79.37330639999998
2100,1900,North St. Jamestown,1,1,522,Apt/Condo,Toronto,Ontario,43.6708666,-79.37330639999998
2101,2495,North St. Jamestown,2,2,778,Apt/Condo,Toronto,Ontario,43.6708666,-79.37330639999998
2102,3650,North St. Jamestown,3,2,1166,Apt/Condo,Toronto,Ontario,43.6708666,-79.37330639999998
2103,2350,North St. Jamestown,1,2,653,Apt/Condo,Toronto,Ontario,43.6708666,-79.37330639999998
2104,1900,North St. Jamestown,1,2,625,Apt/Condo,Toronto,Ontario,43.6708666,-79.37330639999998
2105,1875,Islington City Centre West,1,2,595,Apt/Condo,Toronto,Ontario,43.6309156,-79.54348409999999
2106,2592,Niagara,1,2,780,Apt/Condo,Toronto,Ontario,43.6373829,-79.40849279999998
2107,2395,Niagara,1,1,680,Apt/Condo,Toronto,Ontario,43.6373829,-79.40849279999998
2108,2550,Elms Old Rexdale,2,1,1196,Apt/Condo,Toronto,Ontario,43.7237117,-79.5488603
2109,3200,Waterfront Communities West,2,2,830,Apt/Condo,Toronto,Ontario,43.6358426,-79.3970733
2110,2300,Islington City Centre West,2,2,700,Apt/Condo,Toronto,Ontario,43.6309156,-79.54348409999999
2111,3850,Dovercourt Wallace Emerson Junction,3,3,1609,Townhouse,Toronto,Ontario,43.6684011,-79.44059509999998
2112,2750,South Parkdale,2,2,830,Apt/Condo,Toronto,Ontario,43.643832,-79.442534
2113,1500,Wychwood,1,1,653,Apt/Condo,Toronto,Ontario,43.6767901,-79.4311005
2114,1895,Waterfront Communities West,1,1,655,Apt/Condo,Toronto,Ontario,43.6358426,-79.3970733
2115,2000,Agincourt South Malvern West,1,1,570,Apt/Condo,Toronto,Ontario,43.7899638,-79.24229559999998
2116,2400,Islington City Centre West,2,2,850,Apt/Condo,Toronto,Ontario,43.6309156,-79.54348409999999
2117,2600,Regent Park,2,2,780,Apt/Condo,Toronto,Ontario,43.6603228,-79.3620439
2118,2450,South Riverdale,1,1,580,Apt/Condo,Toronto,Ontario,43.678985,-79.34491009999998
2119,1847,Black Creek,3,2,1070,Apt/Condo,Toronto,Ontario,43.6970148,-79.4869483
2120,2350,North St. Jamestown,2,1,769,Apt/Condo,Toronto,Ontario,43.6708666,-79.37330639999998
